name,jname,enname,species,typen,type1,type2,ability1,abilityd,ndex,kdex,oldjdex,jdex,kdexs,gdexa,fbrow,obrow,opbrow,height,weight,egggroupn,egggroup1,egggroup2,expyield,expyieldgen5,gendercode,eggcycles,lv100exp,color,catchrate,body,evhp,evat,evde,evsa,evsd,evsp,footnotes,imagecode,imagecode2,imagecode3,ability1-2,abilityd3,form1,form2,form3,height2,height3,weight2,weight3,expyield2,expyieldgen5-2,abrow,gdex,imagecode4,tcg2,type2-2,ability1-3,abilityd4,form4,height4,weight4,expyield3,expyieldgen5-3,color2,adex,adexm,adexa,adex2,adexm2,adexa2,abilityn,abilityn2,abilityd2,ability2,type1-2,ability2-2,idex2,adexu,adexp,adexu2,adexp2,kdexm,hdex,oldhdex,sdex,egggroupn2,egggroup1-2,egggroupn3,egggroup1-3,gendercode2,gendercode3,kdexk,gdexc,evhp2,evat2,evde2,evsa2,evsd2,evsp2,type1-3,abilityn3,abilityn4,ability2-3,ability1-4,ability2-4,color3,body3,evhp3,evat3,evde3,evsa3,evsd3,evsp3,species2,heightn,tcg,type2-3,body2,weightn,catchrate2,formcolor2,formcolor3,forme,sprite,image,type1-4,color4,evhp4,evat4,evde4,evsa4,evsd4,evsp4,formcolor1,tcg3,imagecode5,imagecode6,type2-4,type2-5,type2-6,form5,form6,expyieldgen5-4,expyieldgen5-5,expyieldgen5-6,footprintform2,art,idex,species3,species4,expyield4,catchrate3,catchrate4,caption,abilityd5,abilityd6,width,display,type0,type0-2,ability1-5,height5,weight5,expyield5,color5,body4,body5,type2-1,ability3-3,ndex2,color6
莲帽小童,ハスブレロ,Lombre,爽朗,,水,草,悠游自如,我行我素,271,,,,,,133,244,,1.2,32.5,2,水中1,植物,141,119,127,15,"1,059,860",绿,120,12,0,0,0,0,2,0,,,,,,,,,,,,,,,,,037,,,,,,,,,,,,,,,,,,2,,,雨盘,,,,,,,,056,020,020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
乐天河童,ルンパッパ,Ludicolo,乐天,,水,草,悠游自如,我行我素,272,,,,,,134,245,,1.5,55.0,2,水中1,植物,181,216,127,15,"1,059,860",绿,45,12,0,0,0,0,3,0,,,,,,,,,,,,,,,,,038,,,,,,,,,,,,,,,,,,2,,,雨盘,,,,,,,,057,021,021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
橡实果,タネボー,Seedot,橡实,,草,,叶绿素,顺手牵羊,273,,,,,,180,,,0.5,4.0,2,陆上,植物,74,44,127,15,"1,059,860",褐,255,07,0,0,1,0,0,0,,,,,,,,,,,,,,,,033,039,,,,,,,,,,,,,,,,,,2,,,早起,,,,,,,,,022,022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长鼻叶,コノハナ,Nuzleaf,捉弄,,草,恶,叶绿素,顺手牵羊,274,,,,,,181,,,1.0,28.0,2,陆上,植物,141,119,127,15,"1,059,860",褐,120,12,0,2,0,0,0,0,,,,,,,,,,,,,,,,034,040,,,,,,,,,,,,,,,,,,2,,,早起,,,,,,,,,023,023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
狡猾天狗,ダーテング,Shiftry,邪恶,,草,恶,叶绿素,顺手牵羊,275,,,,,,182,,,1.3,59.6,2,陆上,植物,181,216,127,15,"1,059,860",褐,45,12,0,3,0,0,0,0,,,,,,,,,,,,,,,,035,041,,,,,,,,,,,,,,,,,,2,,,早起,,,,,,,,,024,024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
傲骨燕,スバメ,Taillow,幼燕,,一般,飞行,毅力,胆量,276,,,,,,036,,,0.3,2.3,1,飞行,,59,54,127,15,"1,059,860",蓝,200,09,0,0,0,0,0,1,,,,,,,,,,,,,,,,006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025,025,,,,,,,,019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大王燕,オオスバメ,Swellow,燕子,,一般,飞行,毅力,胆量,277,,,,,,037,,,0.7,19.8,1,飞行,,162,159,127,15,"1,059,860",蓝,45,09,0,0,0,0,0,2,,,,,,,,,,,,,,,,007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,026,026,,,,,,,,020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长翅鸥,キャモメ,Wingull,海鸥,,水,飞行,锐利目光,雨盘,278,,,,,048,122,023,138,0.6,9.5,2,水中1,飞行,64,54,127,20,"1,000,000",白,190,09,0,0,0,0,0,1,,,,,,,,,,,,,,,,078,062,,,,,,,,,,,,040,040,019,047,047,019,2,,,湿润之躯,,,212,021,011,021,018,,027,027,119,,,,,,,017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大嘴鸥,ペリッパー,Pelipper,水鸟,,水,飞行,锐利目光,雨盘,279,,,,,049,123,024,139,1.2,28.0,2,水中1,飞行,164,154,127,20,"1,000,000",黄,45,09,0,0,2,0,0,0,,,,,,,,,,,,,,,,079,063,,,,,,,,,,,,041,041,020,048,048,020,2,,,降雨,,,213,022,012,022,019,,028,028,120,,,,,,,018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
拉鲁拉丝,ラルトス,Ralts,心情,,超能力,妖精,同步,心灵感应,280,,,,064,034,026,133,192,0.4,6.6,2,人型,不定形,70,40,127,20,"1,250,000",白,235,12,0,0,0,1,0,0,,,,,,,,,,,,,,,,157,120,,,,,,,,,,,,,,,,,,2,,,复制,,,,,,,,,029,029,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
奇鲁莉安,キルリア,Kirlia,感情,,超能力,妖精,同步,心灵感应,281,,,,065,035,027,134,193,0.8,20.2,2,人型,不定形,140,97,127,20,"1,250,000",白,120,12,0,0,0,2,0,0,,,,,,,,,,,,,,,,158,121,,,,,,,,,,,,,,,,,,2,,,复制,,,,,,,,,030,030,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
沙奈朵,サーナイト,Gardevoir,包容,,超能力,妖精,同步,心灵感应,282,,,,066,036,028,135,194,1.6,48.4,2,人型,不定形,208,233,127,20,"1,250,000",白,45,12,0,0,0,3,0,0,,File:282Gardevoir.png,File:282Gardevoir-Mega.png,,妖精皮肤,,沙奈朵,超级沙奈朵,,,,,,-;,278,159,122,,,,,,,,,,,,,,,,,,2,1,,复制,,,,,,,,,031,031,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,妖精,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
溜溜糖球,アメタマ,Surskit,水黾,,虫,水,悠游自如,雨盘,283,,,,047,,,,,0.5,1.7,2,水中1,虫,63,54,127,15,"1,000,000",蓝,200,14,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,,066,172,,073,,,,,,,,060,,066,,,033,032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
雨翅蛾,アメモース,Masquerain,眼珠,,虫,飞行,威吓,紧张感,284,,,,048,,,,,0.8,3.6,2,水中1,虫,128,159,127,15,"1,000,000",蓝,75,13,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,067,173,,074,,,,,,,,061,,067,,,034,033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蘑蘑菇,キノココ,Shroomish,蘑菇,,草,,孢子,飞毛腿,285,,,,,,,,,0.4,4.5,2,妖精,植物,65,59,127,15,"1,640,000",褐,255,07,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,毒疗,,,,,,,,,035,034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
斗笠菇,キノガッサ,Breloom,蘑菇,,草,格斗,孢子,技术高手,286,,,,,,,,,1.2,39.2,2,妖精,植物,165,161,127,15,"1,640,000",绿,90,06,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,毒疗,,,,,,,,,036,035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
懒人獭,ナマケロ,Slakoth,懒人,,一般,,懒惰,,287,,,,,,162,,,0.8,24.0,1,陆上,,83,56,127,15,"1,250,000",褐,255,08,1,0,0,0,0,0,,,,,,,,,,,,,,,,032,,,,,,,,,,,,,,,,,,,,,,,,,276,,,,,,037,036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
过动猿,ヤルキモノ,Vigoroth,暴猿,,一般,,干劲,,288,,,,,,163,,,1.4,46.5,1,陆上,,126,154,127,15,"1,250,000",白,120,06,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,,,,,,038,037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
请假王,ケッキング,Slaking,怕麻烦,,一般,,懒惰,,289,,,,,,164,,,2.0,130.5,1,陆上,,210,252,127,15,"1,250,000",褐,45,12,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278,,,,,,039,038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
土居忍士,ツチニン,Nincada,入门,,虫,地面,复眼,逃跑,290,,,,111,,031,,,0.5,5.5,1,虫,,65,53,127,15,"600,000",灰,255,14,0,0,1,0,0,0,,,,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043,042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
铁面忍者,テッカニン,Ninjask,忍者,,虫,飞行,加速,穿透,291,,,,112,,032,,,0.8,12.0,1,虫,,155,160,127,15,"600,000",黄,120,13,0,0,0,0,0,2,,,,,,,,,,,,,,,,180,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,044,043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
脱壳忍者,ヌケニン,Shedinja,空壳,,虫,幽灵,神奇守护,,292,,,,113,,033,,,0.8,1.2,1,矿物,,95,83,255,15,"600,000",褐,45,05,2,0,0,0,0,0,,,,,,,,,,,,,,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,045,044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,超能力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
咕妞妞,ゴニョニョ,Whismur,细语,,一般,,隔音,胆怯,293,,,,140,148,176,,,0.6,16.3,2,怪兽,陆上,68,48,127,20,"1,059,860",粉红,190,06,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,046,045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吼爆弹,ドゴーム,Loudred,大声,,一般,,隔音,胆量,294,,,,141,149,177,,,1.0,40.5,2,怪兽,陆上,126,126,127,20,"1,059,860",蓝,120,06,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,047,046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
爆音怪,バクオング,Exploud,噪音,,一般,,隔音,胆量,295,,,,142,150,178,,,1.5,84.0,2,怪兽,陆上,184,221,127,20,"1,059,860",蓝,45,06,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048,047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幕下力士,マクノシタ,Makuhita,毅力,,格斗,,厚脂肪,强行,296,,,,,,083,197,092,1.0,86.4,1,人型,,87,47,63,20,"1,640,000",黄,180,12,1,0,0,0,0,0,,,,,,,,,,,,,,,,028,,,,,,,,,,,,,056,056,,068,068,,2,,,毅力,,,,,015,,022,,049,048,,,,,,,,095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
铁掌力士,ハリテヤマ,Hariyama,猛推,,格斗,,厚脂肪,强行,297,,,,,,084,198,093,2.3,253.8,1,人型,,184,166,63,20,"1,640,000",褐,200,12,2,0,0,0,0,0,,,,,,,,,,,,,,,,029,,,,,,,,,,,,,057,057,,069,069,,2,,,毅力,,,,,016,,023,,050,049,,,,,,,,096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
露力丽,ルリリ,Azurill,水珠,,一般,妖精,厚脂肪,食草,298,,,,041,139,,,,0.2,2.0,1,未发现,,33,38,191,10,"800,000",蓝,150,07,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,大力士,,,030,,,,,,055,054,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朝北鼻,ノズパス,Nosepass,罗盘,,岩石,,结实,沙之力,299,,,,,,,,,1.0,97.0,1,矿物,,108,75,127,20,"1,000,000",灰,255,12,0,0,1,0,0,0,,,,,,,,,,,,,,,,044,,,,,,,,,,,,,198,,125,254,,155,2,,,磁力,,,164,,,,,,061,060,155,,,,,,,093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
向尾喵,エネコ,Skitty,小猫,,一般,,迷人之躯,奇迹皮肤,300,,,,078,,098,,,0.6,11.0,2,陆上,妖精,65,52,191,15,"800,000",粉红,255,08,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,一般皮肤,,,078,,,,,,063,061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
优雅猫,エネコロロ,Delcatty,清高,,一般,,迷人之躯,奇迹皮肤,301,,,,079,,,,,1.1,32.6,2,陆上,妖精,138,140,191,15,"800,000",紫,60,08,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,一般皮肤,,,079,,,,,,064,062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
勾魂眼,ヤミラミ,Sableye,黑暗,,恶,幽灵,锐利目光,恶作剧之心,302,,,,,,,177,218,0.5,11.0,1,人型,,98,133,127,25,"1,059,860",紫,45,12,0,1,1,0,0,0,,File:302Sableye.png,File:302Sableye-Mega.png,,魔法镜,,勾魂眼,超级勾魂眼,,,,161.0,,-;,168,193,294,,,,,,,,,,,,102,102,,124,124,,2,1,,慢出,,,,,052,,064,,070,068,,,,,,,,123,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大嘴娃,クチート,Mawile,欺骗,,钢,妖精,怪力钳,强行,303,,,,,,,,,0.6,11.5,2,陆上,妖精,98,133,127,20,"800,000",黑,45,12,0,1,1,0,0,0,,File:303Mawile.png,File:303Mawile-Mega.png,,大力士,,大嘴娃,超级大嘴娃,,1.0,,23.5,,-;,168,130,295,,,,,,,,,,,,,,,125,125,,2,1,,威吓,,,,,,,,,071,069,,,,,,,,063,175,,,,,,,,,,,,,,,,,,,,,,1,妖精,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
可可多拉,ココドラ,Aron,铁铠,,钢,岩石,结实,重金属,304,,,,,,,120,094,0.4,60.0,1,怪兽,,96,66,127,35,"1,250,000",灰,180,08,0,0,1,0,0,0,,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,2,,,坚硬脑袋,,,166,,,,,099,072,070,,,,,,,,,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
波士可多拉,ボスゴドラ,Aggron,铁铠,,钢,岩石,结实,重金属,306,,,,,,,122,096,2.1,360.0,1,怪兽,,205,239,127,35,"1,250,000",灰,45,06,0,0,3,0,0,0,,File:306Aggron.png,File:306Aggron-Mega.png,,过滤,,波士可多拉,超级波士可多拉,,2.2,,395.0,,-;,284,133,,,,,,,,,,,,,,,,,,,2,1,,坚硬脑袋,,,168,,,,,101,074,072,,,,,,,,,193,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
落雷兽,ラクライ,Electrike,闪电,,电,,静电,负电,309,,,,,,146,105,163,0.6,15.2,1,陆上,,104,59,127,20,"1,250,000",绿,120,08,0,0,0,0,0,1,,,,,,,,,,,,,,,,,066,,,,,,,,,,,,,,,293,,,2,,,避雷针,,,,,,114,,,080,078,,,,,,,,073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
雷电兽,ライボルト,Manectric,放电,,电,,静电,负电,310,,,,,,147,106,164,1.5,40.2,1,陆上,,168,166,127,20,"1,250,000",黄,45,08,0,0,0,0,0,2,,File:310Manectric.png,File:310Manectric-Mega.png,,威吓,,雷电兽,超级雷电兽,,1.8,,44.0,,-;,201,,067,,,,,,,,,,,,,,,294,,,2,1,,避雷针,,,,,,115,,,081,079,,,,,,,,074,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
正电拍拍,プラスル,Plusle,加油,,电,,正电,避雷針,311,,,,096,,067,,,0.4,4.2,1,妖精,,120,142,127,20,"1,000,000",黄,200,06,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082,080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负电拍拍,マイナン,Minun,加油,,电,,负电,蓄電,312,,,,097,,068,,,0.4,4.2,1,妖精,,120,142,127,20,"1,000,000",黄,200,06,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,083,081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
电萤虫,バルビート,Volbeat,萤火虫,,虫,,发光,恶作剧之心,313,,,,133,,,,,0.7,17.7,2,虫,人型,146,151,0,15,"600,000",灰,150,06,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,虫之预感,,,,,,,,,089,086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
甜甜萤,イルミーゼ,Illumise,萤火虫,,虫,,迟钝,恶作剧之心,314,,,,134,,,,,0.6,17.7,2,虫,人型,146,151,254,15,"1,640,000",紫,150,12,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,有色眼镜,,,,,,,,,090,087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
毒蔷薇,ロゼリア,Roselia,荆棘,,草,毒,自然回复,叶子防守,315,,,,072,,,146,,0.3,2.0,2,妖精,植物,152,140,127,20,"1,059,860",绿,150,12,0,0,0,2,0,0,,,,,,,,,,,,,,,,009,060,,,,,,,,,,,,,,,,,,2,,,毒刺,,,134,,,,,,098,094,026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
溶食兽,ゴクリン,Gulpin,胃袋,,毒,,污泥浆,贪吃鬼,316,,,,098,,,,,0.4,10.3,1,不定形,,75,60,127,20,"1,640,000",绿,225,04,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,黏着,,,,,,,,,100,095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吞食兽,マルノーム,Swalot,毒袋,,毒,,污泥浆,贪吃鬼,317,,,,099,,189,,,1.7,80.0,1,不定形,,168,163,127,20,"1,640,000",紫,75,04,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,黏着,,,,,,,,,101,096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
利牙鱼,キバニア,Carvanha,凶猛,,水,恶,粗糙皮肤,加速,318,,,,055,111,117,071,,0.8,20.8,1,水中2,,88,61,127,20,"1,250,000",红,225,03,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,,,345,,,,,,,,,,,079,,092,,102,097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
巨牙鲨,サメハダー,Sharpedo,凶暴,,水,恶,粗糙皮肤,加速,319,,,,056,112,118,072,,1.8,88.8,1,水中2,,175,161,127,20,"1,250,000",蓝,60,03,0,2,0,0,0,0,,File:319Sharpedo.png,File:319Sharpedo-Mega.png,,强壮之颚,,巨牙鲨,超级巨牙鲨,,2.5 ,,130.3,,-;,196,096,,,,,,,,,,,,,265,,,346,,,,,,,,,,,080,,093,,103,098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吼吼鲸,ホエルコ,Wailmer,球鲸,,水,,水幕,压迫感,320,,,,,190,119,,,2.0,130.0,2,陆上,水中2,137,80,127,40,"1,640,000",蓝,125,03,1,0,0,0,0,0,,,,,,,,,,,,,,,,237,356,,,,,,,,,,,,266,,,351,,,2,,,迟钝,,,240,,081,,098,,104,099,,,,,,,,027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吼鲸王,ホエルオー,Wailord,浮鲸,,水,,水幕,压迫感,321,,,,,191,,,,14.5,398.0,2,陆上,水中2,206,175,127,40,"1,640,000",蓝,60,03,2,0,0,0,0,0,,,,,,,,,,,,,,,,238,357,,,,,,,,,,,,267,,,352,,,2,,,迟钝,,,241,,082,,099,,105,100,,,,,,,,028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
呆火驼,ドンメル,Numel,迟钝,,火,地面,迟钝,我行我素,322,,,,,,135,214,097,0.7,24.0,1,陆上,,88,61,127,20,"1,000,000",黄,255,08,0,0,0,1,0,0,,,,,,,,,,,,,,,,124,,,,,,,,,,,,,,,,,,,2,,,单纯,,,204,,,,,,106,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
喷火驼,バクーダ,Camerupt,喷火,,火,地面,熔岩铠甲,愤怒穴位 ,323,,,,,,136,215,098,1.9,220.0,1,陆上,,175,161,127,20,"1,000,000",红,150,08,0,1,0,1,0,0,,File:323Camerupt.png,File:323Camerupt-Mega.png,,强行,,喷火驼,超级喷火驼,,2.5,,320.5,,-;,196,125,,,,,,,,,,,,,,,,,,,2,1,,坚硬岩石,,,205,,,,,,107,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
煤炭龟,コータス,Torkoal,煤炭,,火,,白色煙霧,硬壳盔甲,324,,,,,173,143,,,0.5,80.4,1,陆上,,161,165,127,20,"1,000,000",褐,90,08,0,0,2,0,0,0,,,,,,,,,,,,,,,,224,300,,,,,,,,,,,,223,,,287,,,2,,,日照,,,,095,,108,,096,110,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
跳跳猪,バネブー,Spoink,弹跳,,超能力,,厚脂肪,贪吃鬼,325,,,,,,030,,,0.7,30.6,1,陆上,,89,66,127,20,"800,000",黑,255,04,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,我行我素,,,206,,,,,,115,110,,,,,,,,007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
