id,gen,name,hp,atk,def,sp,spd,sum,avg,sp.atk,sp.def
0373,第六世代,暴飞龙,95,135,80,,100,600,100,110,80
0373,第六世代,暴飞龙超级暴飞龙,95,145,130,,120,700,116.67,120,90
0374,第六世代,铁哑铃,40,55,80,,30,300,50,35,60
0375,第六世代,金属怪,60,75,100,,50,420,70,55,80
0376,第六世代,巨金怪,80,135,130,,70,600,100,95,90
0376,第六世代,巨金怪超级巨金怪,80,145,150,,110,700,116.67,105,110
0377,第六世代,雷吉洛克,80,100,200,,50,580,96.67,50,100
0378,第六世代,雷吉艾斯,80,50,100,,50,580,96.67,100,200
0379,第六世代,雷吉斯奇鲁,80,75,150,,50,580,96.67,75,150
0380,第六世代,拉帝亚斯,80,80,90,,110,600,100,110,130
0380,第六世代,拉帝亚斯超级拉帝亚斯,80,100,120,,110,700,116.67,140,150
0381,第六世代,拉帝欧斯,80,90,80,,110,600,100,130,110
0381,第六世代,拉帝欧斯超级拉帝欧斯,80,130,100,,110,700,116.67,160,120
0382,第六世代,盖欧卡,100,100,90,,90,670,111.67,150,140
0382,第六世代,盖欧卡原始回归的样子,100,150,90,,90,770,128.33,180,160
0383,第六世代,固拉多,100,150,140,,90,670,111.67,100,90
0383,第六世代,固拉多原始回归的样子,100,180,160,,90,770,128.33,150,90
0384,第六世代,烈空坐,105,150,90,,95,680,113.33,150,90
0384,第六世代,烈空坐超级烈空坐,105,180,100,,115,780,130,180,100
0385,第六世代,基拉祈,100,100,100,,100,600,100,100,100
0386,第六世代,代欧奇希斯普通形态,50,150,50,,150,600,100,150,50
0386,第六世代,代欧奇希斯攻击形态,50,180,20,,150,600,100,180,20
0386,第六世代,代欧奇希斯防御形态,50,70,160,,90,600,100,70,160
0386,第六世代,代欧奇希斯速度形态,50,95,90,,180,600,100,95,90
0387,第六世代,草苗龟,55,68,64,,31,318,53,45,55
0388,第六世代,树林龟,75,89,85,,36,405,67.5,55,65
0389,第六世代,土台龟,95,109,105,,56,525,87.5,75,85
0390,第六世代,小火焰猴,44,58,44,,61,309,51.5,58,44
0391,第六世代,猛火猴,64,78,52,,81,405,67.5,78,52
0392,第六世代,烈焰猴,76,104,71,,108,534,89,104,71
0393,第六世代,波加曼,53,51,53,,40,314,52.33,61,56
0394,第六世代,波皇子,64,66,68,,50,405,67.5,81,76
0395,第六世代,帝王拿波,84,86,88,,60,530,88.33,111,101
0396,第六世代,姆克儿,40,55,30,,60,245,40.83,30,30
0397,第六世代,姆克鸟,55,75,50,,80,340,56.67,40,40
0398,第六世代,姆克鹰,85,120,70,,100,485,80.83,50,60
0399,第六世代,大牙狸,59,45,40,,31,250,41.67,35,40
0400,第六世代,大尾狸,79,85,60,,71,410,68.33,55,60
0401,第六世代,圆法师,37,25,41,,25,194,32.33,25,41
0402,第六世代,音箱蟀,77,85,51,,65,384,64,55,51
0403,第六世代,小猫怪,45,65,34,,45,263,43.83,40,34
0404,第六世代,勒克猫,60,85,49,,60,363,60.5,60,49
0405,第六世代,伦琴猫,80,120,79,,70,523,87.17,95,79
0406,第六世代,含羞苞,40,30,35,,55,280,46.67,50,70
0407,第六世代,罗丝雷朵,60,70,65,,90,515,85.83,125,105
0408,第六世代,头盖龙,67,125,40,,58,350,58.33,30,30
0409,第六世代,战槌龙,97,165,60,,58,495,82.5,65,50
0410,第六世代,盾甲龙,30,42,118,,30,350,58.33,42,88
0411,第六世代,护城龙,60,52,168,,30,495,82.5,47,138
0412,第六世代,结草儿,40,29,45,,36,224,37.33,29,45
0413,第六世代,结草贵妇草木蓑衣,60,59,85,,36,424,70.67,79,105
0413,第六世代,结草贵妇砂土蓑衣,60,79,105,,36,424,70.67,59,85
0413,第六世代,结草贵妇垃圾蓑衣,60,69,95,,36,424,70.67,69,95
0414,第六世代,绅士蛾,70,94,50,,66,424,70.67,94,50
0415,第六世代,三蜜蜂,30,30,42,,70,244,40.67,30,42
0416,第六世代,蜂女王,70,80,102,,40,474,79,80,102
0417,第六世代,帕奇利兹,60,45,70,,95,405,67.5,45,90
0418,第六世代,泳圈鼬,55,65,35,,85,330,55,60,30
0419,第六世代,浮潜鼬,85,105,55,,115,495,82.5,85,50
0420,第六世代,樱花宝,45,35,45,,35,275,45.83,62,53
0421,第六世代,樱花儿,70,60,70,,85,450,75,87,78
0422,第六世代,无壳海兔,76,48,48,,34,325,54.17,57,62
0423,第六世代,海兔兽,111,83,68,,39,475,79.17,92,82
0424,第六世代,双尾怪手,75,100,66,,115,482,80.33,60,66
0425,第六世代,飘飘球,90,50,34,,70,348,58,60,44
0426,第六世代,随风球,150,80,44,,80,498,83,90,54
0427,第六世代,卷卷耳,55,66,44,,85,350,58.33,44,56
0428,第六世代,长耳兔,65,76,84,,105,480,80,54,96
0428,第六世代,长耳兔超级长耳兔,65,136,94,,135,580,96.67,54,96
0429,第六世代,梦妖魔,60,60,60,,105,495,82.5,105,105
0430,第六世代,乌鸦头头,100,125,52,,71,505,84.17,105,52
0431,第六世代,魅力喵,49,55,42,,85,310,51.67,42,37
0432,第六世代,东施喵,71,82,64,,112,452,75.33,64,59
0433,第六世代,铃铛响,45,30,50,,45,285,47.5,65,50
0434,第六世代,臭鼬噗,63,63,47,,74,329,54.83,41,41
0435,第六世代,坦克臭鼬,103,93,67,,84,479,79.83,71,61
0436,第六世代,铜镜怪,57,24,86,,23,300,50,24,86
0437,第六世代,青铜钟,67,89,116,,33,500,83.33,79,116
0438,第六世代,盆才怪,50,80,95,,10,290,48.33,10,45
0439,第六世代,魔尼尼,20,25,45,,60,310,51.67,70,90
0440,第六世代,小福蛋,100,5,5,,30,220,36.67,15,65
0441,第六世代,聒噪鸟,76,65,45,,91,411,68.5,92,42
0442,第六世代,花岩怪,50,92,108,,35,485,80.83,92,108
0443,第六世代,圆陆鲨,58,70,45,,42,300,50,40,45
0444,第六世代,尖牙陆鲨,68,90,65,,82,410,68.33,50,55
0445,第六世代,烈咬陆鲨,108,130,95,,102,600,100,80,85
0445,第六世代,烈咬陆鲨超级烈咬陆鲨,108,170,115,,92,700,116.67,120,95
0446,第六世代,小卡比兽,135,85,40,,5,390,65,40,85
0447,第六世代,利欧路,40,70,40,,60,285,47.5,35,40
0448,第六世代,路卡利欧,70,110,70,,90,525,87.5,115,70
0448,第六世代,路卡利欧超级路卡利欧,70,145,88,,112,625,104.17,140,70
0449,第六世代,沙河马,68,72,78,,32,330,55,38,42
0450,第六世代,河马兽,108,112,118,,47,525,87.5,68,72
0451,第六世代,钳尾蝎,40,50,90,,65,330,55,30,55
0452,第六世代,龙王蝎,70,90,110,,95,500,83.33,60,75
0453,第六世代,不良蛙,48,61,40,,50,300,50,61,40
0454,第六世代,毒骷蛙,83,106,65,,85,490,81.67,86,65
0455,第六世代,尖牙笼,74,100,72,,46,454,75.67,90,72
0456,第六世代,荧光鱼,49,49,56,,66,330,55,49,61
0457,第六世代,霓虹鱼,69,69,76,,91,460,76.67,69,86
0458,第六世代,小球飞鱼,45,20,50,,50,345,57.5,60,120
0459,第六世代,雪笠怪,60,62,50,,40,334,55.67,62,60
0460,第六世代,暴雪王,90,92,75,,60,494,82.33,92,85
0460,第六世代,暴雪王超级暴雪王,90,132,105,,30,594,99,132,105
0461,第六世代,玛狃拉,70,120,65,,125,510,85,45,85
0462,第六世代,自爆磁怪,70,70,115,,60,535,89.17,130,90
0463,第六世代,大舌舔,110,85,95,,50,515,85.83,80,95
0464,第六世代,超甲狂犀,115,140,130,,40,535,89.17,55,55
0465,第六世代,巨蔓藤,100,100,125,,50,535,89.17,110,50
0466,第六世代,电击魔兽,75,123,67,,95,540,90,95,85
0467,第六世代,鸭嘴炎兽,75,95,67,,83,540,90,125,95
0468,第六世代,波克基斯,85,50,95,,80,545,90.83,120,115
0469,第六世代,远古巨蜓,86,76,86,,95,515,85.83,116,56
0470,第六世代,叶伊布,65,110,130,,95,525,87.5,60,65
0471,第六世代,冰伊布,65,60,110,,65,525,87.5,130,95
0472,第六世代,天蝎王,75,95,125,,95,510,85,45,75
0473,第六世代,象牙猪,110,130,80,,80,530,88.33,70,60
0474,第六世代,多边兽Ｚ,85,80,70,,90,535,89.17,135,75
0475,第六世代,艾路雷朵,68,125,65,,80,518,86.33,65,115
0475,第六世代,艾路雷朵超级艾路雷朵,68,165,95,,110,618,103,65,115
0476,第六世代,大朝北鼻,60,55,145,,40,525,87.5,75,150
0477,第六世代,黑夜魔灵,45,100,135,,45,525,87.5,65,135
0478,第六世代,雪妖女,70,80,70,,110,480,80,80,70
0479,第六世代,洛托姆,50,50,77,,91,440,73.33,95,77
0479,第六世代,洛托姆加热洛托姆,50,65,107,,86,520,86.67,105,107
0479,第六世代,洛托姆旋转洛托姆,50,65,107,,86,520,86.67,105,107
0479,第六世代,洛托姆结冰洛托姆,50,65,107,,86,520,86.67,105,107
0479,第六世代,洛托姆清洗洛托姆,50,65,107,,86,520,86.67,105,107
0479,第六世代,洛托姆切割洛托姆,50,65,107,,86,520,86.67,105,107
0480,第六世代,由克希,75,75,130,,95,580,96.67,75,130
0481,第六世代,艾姆利多,80,105,105,,80,580,96.67,105,105
0482,第六世代,亚克诺姆,75,125,70,,115,580,96.67,125,70
0483,第六世代,帝牙卢卡,100,120,120,,90,680,113.33,150,100
0484,第六世代,帕路奇亚,90,120,100,,100,680,113.33,150,120
0485,第六世代,席多蓝恩,91,90,106,,77,600,100,130,106
0486,第六世代,雷吉奇卡斯,110,160,110,,100,670,111.67,80,110
0487,第六世代,骑拉帝纳别种形态,150,100,120,,90,680,113.33,100,120
0487,第六世代,骑拉帝纳起源形态,150,120,100,,90,680,113.33,120,100
0488,第六世代,克雷色利亚,120,70,120,,85,600,100,75,130
0489,第六世代,霏欧纳,80,80,80,,80,480,80,80,80
0490,第六世代,玛纳霏,100,100,100,,100,600,100,100,100
0491,第六世代,达克莱伊,70,90,90,,125,600,100,135,90
0492,第六世代,谢米陆上形态,100,100,100,,100,600,100,100,100
0492,第六世代,谢米天空形态,100,103,75,,127,600,100,120,75
0493,第六世代,阿尔宙斯,120,120,120,,120,720,120,120,120
0494,第六世代,比克提尼,100,100,100,,100,600,100,100,100
0495,第六世代,藤藤蛇,45,45,55,,63,308,51.33,45,55
0496,第六世代,青藤蛇,60,60,75,,83,413,68.83,60,75
0497,第六世代,君主蛇,75,75,95,,113,528,88,75,95
0498,第六世代,暖暖猪,65,63,45,,45,308,51.33,45,45
0499,第六世代,炒炒猪,90,93,55,,55,418,69.67,70,55
0500,第六世代,炎武王,110,123,65,,65,528,88,100,65
0501,第六世代,水水獭,55,55,45,,45,308,51.33,63,45
0502,第六世代,双刃丸,75,75,60,,60,413,68.83,83,60
0503,第六世代,大剑鬼,95,100,85,,70,528,88,108,70
0504,第六世代,探探鼠,45,55,39,,42,255,42.5,35,39
0505,第六世代,步哨鼠,60,85,69,,77,420,70,60,69
0506,第六世代,小约克,45,60,45,,55,275,45.83,25,45
0507,第六世代,哈约克,65,80,65,,60,370,61.67,35,65
0508,第六世代,长毛狗,85,110,90,,80,500,83.33,45,90
0509,第六世代,扒手猫,41,50,37,,66,281,46.83,50,37
0510,第六世代,酷豹,64,88,50,,106,446,74.33,88,50
0511,第六世代,花椰猴,50,53,48,,64,316,52.67,53,48
0512,第六世代,花椰猿,75,98,63,,101,498,83,98,63
0513,第六世代,爆香猴,50,53,48,,64,316,52.67,53,48
0514,第六世代,爆香猿,75,98,63,,101,498,83,98,63
0515,第六世代,冷水猴,50,53,48,,64,316,52.67,53,48
0516,第六世代,冷水猿,75,98,63,,101,498,83,98,63
0517,第六世代,食梦梦,76,25,45,,24,292,48.67,67,55
0518,第六世代,梦梦蚀,116,55,85,,29,487,81.17,107,95
0519,第六世代,豆豆鸽,50,55,50,,43,264,44,36,30
0520,第六世代,咕咕鸽,62,77,62,,65,358,59.67,50,42
0521,第六世代,高傲雉鸡,80,115,80,,93,488,81.33,65,55
0522,第六世代,斑斑马,45,60,32,,76,295,49.17,50,32
0523,第六世代,雷电斑马,75,100,63,,116,497,82.83,80,63
0524,第六世代,石丸子,55,75,85,,15,280,46.67,25,25
0525,第六世代,地幔岩,70,105,105,,20,390,65,50,40
0526,第六世代,庞岩怪,85,135,130,,25,515,85.83,60,80
0527,第六世代,滚滚蝙蝠,55,45,43,,72,313,52.17,55,43
0528,第六世代,心蝙蝠,67,57,55,,114,425,70.83,77,55
0529,第六世代,螺钉地鼠,60,85,40,,68,328,54.67,30,45
0530,第六世代,龙头地鼠,110,135,60,,88,508,84.67,50,65
0531,第六世代,差不多娃娃,103,60,86,,50,445,74.17,60,86
0531,第六世代,差不多娃娃超级差不多娃娃,103,60,126,,50,545,90.83,80,126
0532,第六世代,搬运小匠,75,80,55,,35,305,50.83,25,35
0533,第六世代,铁骨土人,85,105,85,,40,405,67.5,40,50
0534,第六世代,修建老匠,105,140,95,,45,505,84.17,55,65
0535,第六世代,圆蝌蚪,50,50,40,,64,294,49,50,40
0536,第六世代,蓝蟾蜍,75,65,55,,69,384,64,65,55
0537,第六世代,蟾蜍王,105,95,75,,74,509,84.83,85,75
0538,第六世代,投摔鬼,120,100,85,,45,465,77.5,30,85
0539,第六世代,打击鬼,75,125,75,,85,465,77.5,30,75
0540,第六世代,虫宝包,45,53,70,,42,310,51.67,40,60
0541,第六世代,宝包茧,55,63,90,,42,380,63.33,50,80
0542,第六世代,保姆虫,75,103,80,,92,500,83.33,70,80
0543,第六世代,百足蜈蚣,30,45,59,,57,260,43.33,30,39
0544,第六世代,车轮球,40,55,99,,47,360,60,40,79
0545,第六世代,蜈蚣王,60,100,89,,112,485,80.83,55,69
0546,第六世代,木棉球,40,27,60,,66,280,46.67,37,50
0547,第六世代,风妖精,60,67,85,,116,480,80,77,75
0548,第六世代,百合根娃娃,45,35,50,,30,280,46.67,70,50
0549,第六世代,裙儿小姐,70,60,75,,90,480,80,110,75
0550,第六世代,野蛮鲈鱼,70,92,65,,98,460,76.67,80,55
0551,第六世代,黑眼鳄,50,72,35,,65,292,48.67,35,35
0552,第六世代,混混鳄,60,82,45,,74,351,58.5,45,45
0553,第六世代,流氓鳄,95,117,80,,92,519,86.5,65,70
0554,第六世代,火红不倒翁,70,90,45,,50,315,52.5,15,45
0555,第六世代,达摩狒狒普通模式,105,140,55,,95,480,80,30,55
0555,第六世代,达摩狒狒达摩模式,105,30,105,,55,540,90,140,105
0556,第六世代,沙铃仙人掌,75,86,67,,60,461,76.83,106,67
0557,第六世代,石居蟹,50,65,85,,55,325,54.17,35,35
0558,第六世代,岩殿居蟹,70,95,125,,45,475,79.17,65,75
0559,第六世代,滑滑小子,50,75,70,,48,348,58,35,70
0560,第六世代,头巾混混,65,90,115,,58,488,81.33,45,115
0561,第六世代,象征鸟,72,58,80,,97,490,81.67,103,80
0562,第六世代,哭哭面具,38,30,85,,30,303,50.5,55,65
0563,第六世代,死神棺,58,50,145,,30,483,80.5,95,105
0564,第六世代,原盖海龟,54,78,103,,22,355,59.17,53,45
0565,第六世代,肋骨海龟,74,108,133,,32,495,82.5,83,65
0566,第六世代,始祖小鸟,55,112,45,,70,401,66.83,74,45
0567,第六世代,始祖大鸟,75,140,65,,110,567,94.5,112,65
0568,第六世代,破破袋,50,50,62,,65,329,54.83,40,62
0569,第六世代,灰尘山,80,95,82,,75,474,79,60,82
0570,第六世代,索罗亚,40,65,40,,65,330,55,80,40
0571,第六世代,索罗亚克,60,105,60,,105,510,85,120,60
0572,第六世代,泡沫栗鼠,55,50,40,,75,300,50,40,40
0573,第六世代,奇诺栗鼠,75,95,60,,115,470,78.33,65,60
0574,第六世代,哥德宝宝,45,30,50,,45,290,48.33,55,65
0575,第六世代,哥德小童,60,45,70,,55,390,65,75,85
0576,第六世代,哥德小姐,70,55,95,,65,490,81.67,95,110
0577,第六世代,单卵细胞球,45,30,40,,20,290,48.33,105,50
0578,第六世代,双卵细胞球,65,40,50,,30,370,61.67,125,60
0579,第六世代,人造细胞卵,110,65,75,,30,490,81.67,125,85
0580,第六世代,鸭宝宝,62,44,50,,55,305,50.83,44,50
0581,第六世代,舞天鹅,75,87,63,,98,473,78.83,87,63
0582,第六世代,迷你冰,36,50,50,,44,305,50.83,65,60
0583,第六世代,多多冰,51,65,65,,59,395,65.83,80,75
0584,第六世代,双倍多多冰,71,95,85,,79,535,89.17,110,95
0585,第六世代,四季鹿,60,60,50,,75,335,55.83,40,50
0586,第六世代,萌芽鹿,80,100,70,,95,475,79.17,60,70
0587,第六世代,电飞鼠,55,75,60,,103,428,71.33,75,60
0588,第六世代,盖盖虫,50,75,45,,60,315,52.5,40,45
0589,第六世代,骑士蜗牛,70,135,105,,20,495,82.5,60,105
0590,第六世代,哎呀球菇,69,55,45,,15,294,49,55,55
0591,第六世代,败露球菇,114,85,70,,30,464,77.33,85,80
0592,第六世代,轻飘飘,55,40,50,,40,335,55.83,65,85
0593,第六世代,胖嘟嘟,100,60,70,,60,480,80,85,105
0594,第六世代,保母曼波,165,75,80,,65,470,78.33,40,45
0595,第六世代,电电虫,50,47,50,,65,319,53.17,57,50
0596,第六世代,电蜘蛛,70,77,60,,108,472,78.67,97,60
0597,第六世代,种子铁球,44,50,91,,10,305,50.83,24,86
0598,第六世代,坚果哑铃,74,94,131,,20,489,81.5,54,116
0599,第六世代,齿轮儿,40,55,70,,30,300,50,45,60
0600,第六世代,齿轮组,60,80,95,,50,440,73.33,70,85
0601,第六世代,齿轮怪,60,100,115,,90,520,86.67,70,85
0602,第六世代,麻麻小鱼,35,55,40,,60,275,45.83,45,40
0603,第六世代,麻麻鳗,65,85,70,,40,405,67.5,75,70
0604,第六世代,麻麻鳗鱼王,85,115,80,,50,515,85.83,105,80
0605,第六世代,小灰怪,55,55,55,,30,335,55.83,85,55
0606,第六世代,大宇怪,75,75,75,,40,485,80.83,125,95
0607,第六世代,烛光灵,50,30,55,,20,275,45.83,65,55
0608,第六世代,灯火幽灵,60,40,60,,55,370,61.67,95,60
0609,第六世代,水晶灯火灵,60,55,90,,80,520,86.67,145,90
0610,第六世代,牙牙,46,87,60,,57,320,53.33,30,40
0611,第六世代,斧牙龙,66,117,70,,67,410,68.33,40,50
0612,第六世代,双斧战龙,76,147,90,,97,540,90,60,70
0613,第六世代,喷嚏熊,55,70,40,,40,305,50.83,60,40
0614,第六世代,冻原熊,95,110,80,,50,485,80.83,70,80
0615,第六世代,几何雪花,70,50,30,,105,485,80.83,95,135
0616,第六世代,小嘴蜗,50,40,85,,25,305,50.83,40,65
0617,第六世代,敏捷虫,80,70,40,,145,495,82.5,100,60
0618,第六世代,泥巴鱼,109,66,84,,32,471,78.5,81,99
0619,第六世代,功夫鼬,45,85,50,,65,350,58.33,55,50
0620,第六世代,师父鼬,65,125,60,,105,510,85,95,60
0621,第六世代,赤面龙,77,120,90,,48,485,80.83,60,90
0622,第六世代,泥偶小人,59,74,50,,35,303,50.5,35,50
0623,第六世代,泥偶巨人,89,124,80,,55,483,80.5,55,80
0624,第六世代,驹刀小兵,45,85,70,,60,340,56.67,40,40
0625,第六世代,劈斩司令,65,125,100,,70,490,81.67,60,70
0626,第六世代,爆炸头水牛,95,110,95,,55,490,81.67,40,95
0627,第六世代,毛头小鹰,70,83,50,,60,350,58.33,37,50
0628,第六世代,勇士雄鹰,100,123,75,,80,510,85,57,75
0629,第六世代,秃鹰丫头,70,55,75,,60,370,61.67,45,65
0630,第六世代,秃鹰娜,110,65,105,,80,510,85,55,95
0631,第六世代,熔蚁兽,85,97,66,,65,484,80.67,105,66
0632,第六世代,铁蚁,58,109,112,,109,484,80.67,48,48
0633,第六世代,单首龙,52,65,50,,38,300,50,45,50
0634,第六世代,双首暴龙,72,85,70,,58,420,70,65,70
0635,第六世代,三首恶龙,92,105,90,,98,600,100,125,90
0636,第六世代,燃烧虫,55,85,55,,60,360,60,50,55
0637,第六世代,火神蛾,85,60,65,,100,550,91.67,135,105
0638,第六世代,勾帕路翁,91,90,129,,108,580,96.67,90,72
0639,第六世代,代拉基翁,91,129,90,,108,580,96.67,72,90
0640,第六世代,毕力吉翁,91,90,72,,108,580,96.67,90,129
0641,第六世代,龙卷云化身形态,79,115,70,,111,580,96.67,125,80
0641,第六世代,龙卷云灵兽形态,79,100,80,,121,580,96.67,110,90
0642,第六世代,雷电云化身形态,79,115,70,,111,580,96.67,125,80
0642,第六世代,雷电云灵兽形态,79,105,70,,101,580,96.67,145,80
0643,第六世代,莱希拉姆,100,120,100,,90,680,113.33,150,120
0644,第六世代,捷克罗姆,100,150,120,,90,680,113.33,120,100
0645,第六世代,土地云化身形态,89,125,90,,101,600,100,115,80
0645,第六世代,土地云灵兽形态,89,145,90,,91,600,100,105,80
0646,第六世代,酋雷姆,125,130,90,,95,660,110,130,90
0646,第六世代,酋雷姆暗黑酋雷姆,125,170,100,,95,700,116.67,120,90
0646,第六世代,酋雷姆焰白酋雷姆,125,120,90,,95,700,116.67,170,100
0647,第六世代,凯路迪欧,91,72,90,,108,580,96.67,129,90
0648,第六世代,美洛耶塔歌声形态,100,77,77,,90,600,100,128,128
0648,第六世代,美洛耶塔舞步形态,100,128,90,,128,600,100,77,77
0649,第六世代,盖诺赛克特,71,120,95,,99,600,100,120,95
0650,第六世代,哈力栗,56,61,65,,38,313,52.17,48,45
0651,第六世代,胖胖哈力,61,78,95,,57,405,67.5,56,58
0652,第六世代,布里卡隆,88,107,122,,64,530,88.33,74,75
0653,第六世代,火狐狸,40,45,40,,60,307,51.17,62,60
0654,第六世代,长尾火狐,59,59,58,,73,409,68.17,90,70
0655,第六世代,妖火红狐,75,69,72,,104,534,89,114,100
0656,第六世代,呱呱泡蛙,41,56,40,,71,314,52.33,62,44
0657,第六世代,呱头蛙,54,63,52,,97,405,67.5,83,56
0658,第六世代,甲贺忍蛙,72,95,67,,122,530,88.33,103,71
0659,第六世代,掘掘兔,38,36,38,,57,237,39.5,32,36
0660,第六世代,掘地兔,85,56,77,,78,423,70.5,50,77
0661,第六世代,小箭雀,45,50,43,,62,278,46.33,40,38
0662,第六世代,火箭雀,62,73,55,,84,382,63.67,56,52
0663,第六世代,烈箭鹰,78,81,71,,126,499,83.17,74,69
0664,第六世代,粉蝶虫,38,35,40,,35,200,33.33,27,25
0665,第六世代,粉蝶蛹,45,22,60,,29,213,35.5,27,30
0666,第六世代,彩粉蝶,80,52,50,,89,411,68.5,90,50
0667,第六世代,小狮狮,62,50,58,,72,369,61.5,73,54
0668,第六世代,火炎狮,86,68,72,,106,507,84.5,109,66
0669,第六世代,花蓓蓓,44,38,39,,42,303,50.5,61,79
0670,第六世代,花叶蒂,54,45,47,,52,371,61.83,75,98
0671,第六世代,花洁夫人,78,65,68,,75,552,92,112,154
0672,第六世代,坐骑小羊,66,65,48,,52,350,58.33,62,57
0673,第六世代,坐骑山羊,123,100,62,,68,531,88.5,97,81
0674,第六世代,顽皮熊猫,67,82,62,,43,348,58,46,48
0675,第六世代,流氓熊猫,95,124,78,,58,495,82.5,69,71
0676,第六世代,多丽米亚,75,80,60,,102,472,78.67,65,90
0677,第六世代,妙喵,62,48,54,,68,355,59.17,63,60
0678,第六世代,超能妙喵,74,48,76,,104,466,77.67,83,81
0679,第六世代,独剑鞘,45,80,100,,28,325,54.17,35,37
0680,第六世代,双剑鞘,59,110,150,,35,448,74.67,45,49
0681,第六世代,坚盾剑怪盾牌形态,60,50,150,,60,520,86.67,50,150
0681,第六世代,坚盾剑怪刀剑形态,60,150,50,,60,520,86.67,150,50
